post_id,timestamp,hour,day_of_week,platform,post_type,views,likes,reposts
2241,2024-01-19 22:46:00,22,Friday,Instagram,Video,5062,742,12
2242,2024-01-05 14:10:00,14,Friday,VK,Image,7250,1745,54
2243,2024-01-05 11:10:00,11,Friday,TikTok,Video,1866,426,343
2244,2024-01-28 17:22:00,17,Sunday,Instagram,Text,3649,647,84
2245,2024-01-10 14:28:00,14,Wednesday,TikTok,Story,2409,50,108
2246,2024-01-30 19:13:00,19,Tuesday,VK,Text,9734,796,42
2247,2024-01-22 20:57:00,20,Monday,TikTok,Image,2076,1502,387
2248,2024-01-28 06:16:00,6,Sunday,Instagram,Image,7280,306,70
2249,2024-01-26 10:18:00,10,Friday,TikTok,Image,2590,1630,443
2250,2024-01-19 10:06:00,10,Friday,Instagram,Video,9017,1634,267
2251,2024-01-21 22:38:00,22,Sunday,Instagram,Text,4481,51,58
2252,2024-01-18 09:12:00,9,Thursday,Instagram,Story,6087,641,460
2253,2024-01-27 06:46:00,6,Saturday,VK,Text,7525,1312,437
2254,2024-01-21 16:34:00,16,Sunday,TikTok,Story,3719,1492,43
2255,2024-01-04 18:48:00,18,Thursday,VK,Text,6160,42,271
2256,2024-01-21 01:01:00,1,Sunday,TikTok,Image,8789,1309,389
2257,2024-01-20 13:01:00,13,Saturday,VK,Story,4076,674,13
2258,2024-01-07 07:14:00,7,Sunday,Telegram,Text,804,1123,370
2259,2024-01-05 10:46:00,10,Friday,Instagram,Video,5552,625,111
2260,2024-01-23 02:23:00,2,Tuesday,Instagram,Video,6194,957,378
2261,2024-01-17 04:11:00,4,Wednesday,VK,Text,3781,1557,313
2262,2024-01-29 20:48:00,20,Monday,Telegram,Image,4238,169,414
2263,2024-01-23 05:23:00,5,Tuesday,Instagram,Story,2016,1962,227
2264,2024-01-24 21:26:00,21,Wednesday,TikTok,Text,9666,467,484
2265,2024-01-17 04:32:00,4,Wednesday,VK,Video,7601,1741,168
2266,2024-01-30 22:28:00,22,Tuesday,Instagram,Story,1945,408,375
2267,2024-01-01 23:02:00,23,Monday,Instagram,Video,4754,1852,290
2268,2024-01-24 17:31:00,17,Wednesday,VK,Video,6513,1807,245
2269,2024-01-30 00:19:00,0,Tuesday,VK,Text,8211,1124,265
2270,2024-01-03 06:52:00,6,Wednesday,TikTok,Video,8090,1742,336
2271,2024-01-30 00:19:00,0,Tuesday,TikTok,Story,9728,590,242
2272,2024-01-24 01:07:00,1,Wednesday,Instagram,Image,3190,1499,489
2273,2024-01-09 14:51:00,14,Tuesday,Instagram,Text,1470,229,157
2274,2024-01-26 21:25:00,21,Friday,VK,Story,2028,1452,299
2275,2024-01-11 17:02:00,17,Thursday,Instagram,Text,1736,388,438
2276,2024-01-30 11:48:00,11,Tuesday,Instagram,Video,6280,1759,326
2277,2024-01-23 11:31:00,11,Tuesday,VK,Video,8383,939,17
2278,2024-01-04 22:53:00,22,Thursday,Instagram,Story,1943,1480,82
2279,2024-01-24 06:55:00,6,Wednesday,Instagram,Story,8476,973,334
2280,2024-01-11 06:58:00,6,Thursday,Telegram,Image,9863,1179,230
2281,2024-01-22 16:38:00,16,Monday,TikTok,Story,931,242,491
2282,2024-01-22 10:34:00,10,Monday,VK,Story,5638,1404,341
2283,2024-01-19 13:15:00,13,Friday,Telegram,Text,5415,931,252
2284,2024-01-20 04:05:00,4,Saturday,TikTok,Video,8555,243,166
2285,2024-01-24 19:57:00,19,Wednesday,TikTok,Story,5427,735,41
2286,2024-01-22 15:34:00,15,Monday,TikTok,Image,1386,376,248
2287,2024-01-07 21:56:00,21,Sunday,Telegram,Story,1629,490,247
2288,2024-01-28 00:28:00,0,Sunday,Telegram,Video,6755,1606,437
2289,2024-01-08 12:37:00,12,Monday,TikTok,Story,1977,1396,379
2290,2024-01-03 13:56:00,13,Wednesday,Instagram,Text,5531,599,285
2291,2024-01-04 02:41:00,2,Thursday,Instagram,Video,9489,1544,19
2292,2024-01-17 20:42:00,20,Wednesday,Telegram,Story,2578,1128,381
2293,2024-01-05 13:08:00,13,Friday,Telegram,Text,200,1875,351
2294,2024-01-27 02:45:00,2,Saturday,Telegram,Video,3187,225,380
2295,2024-01-06 09:18:00,9,Saturday,TikTok,Story,5928,734,41
2296,2024-01-17 02:17:00,2,Wednesday,Instagram,Text,7525,1849,344
2297,2024-01-17 16:22:00,16,Wednesday,Telegram,Image,2391,721,86
2298,2024-01-29 07:21:00,7,Monday,Telegram,Text,5567,1897,260
2299,2024-01-04 20:22:00,20,Thursday,VK,Image,8396,1576,305
2300,2024-01-18 16:36:00,16,Thursday,TikTok,Story,793,1835,296
2301,2024-01-22 09:04:00,9,Monday,VK,Text,5886,1888,349
2302,2024-01-16 19:00:00,19,Tuesday,Instagram,Image,5506,994,239
2303,2024-01-18 05:37:00,5,Thursday,VK,Video,3591,1168,166
2304,2024-01-12 03:32:00,3,Friday,VK,Text,3492,1116,312
2305,2024-01-25 09:53:00,9,Thursday,VK,Story,2368,400,218
2306,2024-01-01 11:11:00,11,Monday,TikTok,Video,5732,1080,440
2307,2024-01-01 02:43:00,2,Monday,Instagram,Image,3883,401,489
2308,2024-01-29 18:24:00,18,Monday,VK,Text,9181,727,420
2309,2024-01-04 07:55:00,7,Thursday,TikTok,Text,6073,394,390
2310,2024-01-08 09:14:00,9,Monday,Instagram,Story,6069,390,132
2311,2024-01-04 07:58:00,7,Thursday,Telegram,Video,9081,1110,206
2312,2024-01-16 13:40:00,13,Tuesday,VK,Text,4748,1292,50
2313,2024-01-21 08:20:00,8,Sunday,Instagram,Text,5039,1982,105
2314,2024-01-17 21:45:00,21,Wednesday,VK,Video,8950,613,391
2315,2024-01-08 11:09:00,11,Monday,Telegram,Text,8124,943,183
2316,2024-01-27 19:15:00,19,Saturday,Instagram,Video,7957,1980,200
2317,2024-01-18 10:41:00,10,Thursday,TikTok,Video,1118,408,10
2318,2024-01-27 00:47:00,0,Saturday,Instagram,Video,2053,109,253
2319,2024-01-20 17:31:00,17,Saturday,TikTok,Story,9482,1534,149
2320,2024-01-24 04:01:00,4,Wednesday,Instagram,Video,3757,392,353
2321,2024-01-15 17:43:00,17,Monday,TikTok,Video,4946,716,354
2322,2024-01-06 03:14:00,3,Saturday,Telegram,Image,2396,1225,460
2323,2024-01-10 18:16:00,18,Wednesday,Telegram,Image,874,1613,394
2324,2024-01-20 17:00:00,17,Saturday,Telegram,Story,2911,1934,443
2325,2024-01-19 01:55:00,1,Friday,Instagram,Video,9672,1787,95
2326,2024-01-22 06:20:00,6,Monday,Telegram,Image,3282,1635,105
2327,2024-01-14 19:17:00,19,Sunday,VK,Image,7967,1378,142
2328,2024-01-22 11:11:00,11,Monday,Telegram,Text,4429,19,165
2329,2024-01-23 18:24:00,18,Tuesday,TikTok,Video,6267,273,0
2330,2024-01-03 05:11:00,5,Wednesday,TikTok,Image,3197,1301,45
2331,2024-01-24 00:40:00,0,Wednesday,TikTok,Story,1504,841,241
2332,2024-01-18 08:40:00,8,Thursday,Instagram,Text,5201,639,343
2333,2024-01-28 02:40:00,2,Sunday,VK,Text,1469,771,426
2334,2024-01-03 12:31:00,12,Wednesday,Telegram,Video,5597,1604,487
2335,2024-01-05 06:52:00,6,Friday,VK,Video,6765,204,277
2336,2024-01-30 05:20:00,5,Tuesday,VK,Text,2164,571,2
2337,2024-01-17 08:41:00,8,Wednesday,TikTok,Story,2865,1440,141
2338,2024-01-18 05:37:00,5,Thursday,TikTok,Video,2917,1329,385
2339,2024-01-15 02:01:00,2,Monday,TikTok,Video,7891,1923,60
2340,2024-01-20 21:51:00,21,Saturday,Instagram,Text,816,106,415
2341,2024-01-18 14:44:00,14,Thursday,VK,Text,4140,471,495
2342,2024-01-29 22:34:00,22,Monday,VK,Video,1811,1672,293
2343,2024-01-20 01:05:00,1,Saturday,Instagram,Image,9517,767,224
2344,2024-01-20 20:42:00,20,Saturday,Instagram,Video,5467,96,301
2345,2024-01-17 03:33:00,3,Wednesday,Instagram,Image,6361,1000,169
2346,2024-01-17 07:12:00,7,Wednesday,VK,Text,108,86,133
2347,2024-01-06 14:40:00,14,Saturday,VK,Image,8889,1922,40
2348,2024-01-05 22:19:00,22,Friday,TikTok,Story,4218,1749,230
2349,2024-01-18 15:51:00,15,Thursday,TikTok,Text,6186,1516,408
2350,2024-01-22 15:46:00,15,Monday,VK,Video,6483,1179,225
2351,2024-01-21 21:51:00,21,Sunday,TikTok,Video,9900,670,138
2352,2024-01-28 16:11:00,16,Sunday,Instagram,Text,3767,1144,109
2353,2024-01-16 16:54:00,16,Tuesday,Telegram,Text,2346,1674,484
2354,2024-01-19 13:24:00,13,Friday,TikTok,Story,3726,774,296
2355,2024-01-30 03:51:00,3,Tuesday,VK,Text,2922,687,454
2356,2024-01-04 10:20:00,10,Thursday,TikTok,Video,8383,1330,56
2357,2024-01-20 23:18:00,23,Saturday,TikTok,Story,950,1459,429
2358,2024-01-26 03:44:00,3,Friday,TikTok,Video,1207,1682,122
2359,2024-01-06 09:48:00,9,Saturday,Telegram,Image,399,800,239
2360,2024-01-20 12:02:00,12,Saturday,Instagram,Text,8202,1367,85
2361,2024-01-17 16:34:00,16,Wednesday,VK,Image,9769,1556,175
2362,2024-01-25 15:19:00,15,Thursday,Telegram,Video,5500,592,62
2363,2024-01-08 20:00:00,20,Monday,VK,Image,1182,680,38
2364,2024-01-13 12:52:00,12,Saturday,VK,Image,8267,1761,137
2365,2024-01-12 11:31:00,11,Friday,VK,Video,9657,547,468
2366,2024-01-16 20:04:00,20,Tuesday,Telegram,Video,2900,1831,453
2367,2024-01-21 01:43:00,1,Sunday,Instagram,Text,4051,1195,240
2368,2024-01-08 01:02:00,1,Monday,VK,Image,9067,439,448
2369,2024-01-07 20:26:00,20,Sunday,Instagram,Story,6868,1647,225
2370,2024-01-04 03:31:00,3,Thursday,Instagram,Story,1552,1102,442
2371,2024-01-27 10:58:00,10,Saturday,TikTok,Video,1781,142,205
2372,2024-01-27 13:58:00,13,Saturday,Telegram,Video,2403,198,163
2373,2024-01-20 12:58:00,12,Saturday,Telegram,Image,7257,1756,26
2374,2024-01-19 19:05:00,19,Friday,TikTok,Video,1951,1788,456
2375,2024-01-21 19:16:00,19,Sunday,TikTok,Story,1997,1711,182
2376,2024-01-29 23:32:00,23,Monday,Instagram,Text,5925,1957,197
2377,2024-01-28 06:21:00,6,Sunday,VK,Text,9619,1955,478
2378,2024-01-08 11:19:00,11,Monday,Telegram,Image,8906,582,336
2379,2024-01-04 18:39:00,18,Thursday,VK,Text,344,1907,436
2380,2024-01-30 12:53:00,12,Tuesday,VK,Video,9048,288,106
2381,2024-01-20 15:10:00,15,Saturday,TikTok,Video,9115,1463,443
2382,2024-01-10 05:19:00,5,Wednesday,VK,Video,3907,1658,188
2383,2024-01-28 06:39:00,6,Sunday,Instagram,Video,2879,551,35
2384,2024-01-17 14:08:00,14,Wednesday,TikTok,Image,1946,1868,84
2385,2024-01-13 05:50:00,5,Saturday,VK,Text,7121,1194,154
2386,2024-01-25 09:44:00,9,Thursday,TikTok,Story,9532,755,168
2387,2024-01-22 15:42:00,15,Monday,Instagram,Text,573,908,283
2388,2024-01-18 17:38:00,17,Thursday,Instagram,Video,4231,462,271
2389,2024-01-09 05:04:00,5,Tuesday,VK,Story,1892,898,34
2390,2024-01-23 07:25:00,7,Tuesday,TikTok,Image,1834,860,419
2391,2024-01-05 20:19:00,20,Friday,VK,Video,7315,179,183
2392,2024-01-19 04:29:00,4,Friday,VK,Video,7329,839,98
2393,2024-01-30 14:00:00,14,Tuesday,TikTok,Story,5288,707,236
2394,2024-01-09 16:24:00,16,Tuesday,VK,Image,5381,1090,402
2395,2024-01-15 08:29:00,8,Monday,Instagram,Story,5958,1273,440
2396,2024-01-05 19:10:00,19,Friday,TikTok,Image,1044,778,468
2397,2024-01-25 06:44:00,6,Thursday,TikTok,Video,1611,367,121
2398,2024-01-14 23:31:00,23,Sunday,TikTok,Text,4181,210,416
2399,2024-01-18 12:27:00,12,Thursday,TikTok,Video,6218,453,22
2400,2024-01-05 03:38:00,3,Friday,VK,Text,958,1870,374
2401,2024-01-16 06:31:00,6,Tuesday,VK,Text,3660,836,62
2402,2024-01-12 21:53:00,21,Friday,Instagram,Image,8521,1335,325
2403,2024-01-24 07:08:00,7,Wednesday,Telegram,Story,8469,1139,479
2404,2024-01-30 15:16:00,15,Tuesday,Telegram,Image,2715,1835,149
2405,2024-01-28 03:11:00,3,Sunday,Instagram,Video,1713,110,194
2406,2024-01-03 18:23:00,18,Wednesday,Telegram,Story,2940,1130,482
2407,2024-01-07 14:23:00,14,Sunday,Instagram,Text,1874,1698,79
2408,2024-01-21 18:41:00,18,Sunday,VK,Text,3971,947,489
2409,2024-01-12 17:45:00,17,Friday,TikTok,Video,8373,38,314
2410,2024-01-17 15:13:00,15,Wednesday,TikTok,Story,945,1539,152
2411,2024-01-19 14:46:00,14,Friday,VK,Video,9508,674,16
2412,2024-01-16 09:28:00,9,Tuesday,TikTok,Video,3360,1471,38
2413,2024-01-04 04:23:00,4,Thursday,TikTok,Image,3245,1412,332
2414,2024-01-27 21:14:00,21,Saturday,Telegram,Video,7902,82,347
2415,2024-01-28 16:56:00,16,Sunday,VK,Story,2363,263,458
2416,2024-01-09 06:09:00,6,Tuesday,Telegram,Video,8736,1996,201
2417,2024-01-20 00:53:00,0,Saturday,Telegram,Story,8255,1944,422
2418,2024-01-09 12:35:00,12,Tuesday,TikTok,Text,1022,525,279
2419,2024-01-02 17:01:00,17,Tuesday,TikTok,Video,6795,758,421
2420,2024-01-10 22:11:00,22,Wednesday,VK,Story,4388,1583,87
2421,2024-01-08 22:35:00,22,Monday,TikTok,Text,5858,1053,480
2422,2024-01-20 09:35:00,9,Saturday,TikTok,Story,8231,1658,464
2423,2024-01-24 05:33:00,5,Wednesday,VK,Text,2730,544,440
2424,2024-01-13 21:04:00,21,Saturday,TikTok,Image,7916,430,299
2425,2024-01-09 12:18:00,12,Tuesday,Telegram,Video,9459,455,291
2426,2024-01-22 10:01:00,10,Monday,VK,Video,7656,888,354
2427,2024-01-08 10:56:00,10,Monday,TikTok,Text,6030,145,69
2428,2024-01-27 03:23:00,3,Saturday,Instagram,Image,7100,1538,377
2429,2024-01-25 06:44:00,6,Thursday,VK,Story,3612,1966,123
2430,2024-01-20 11:24:00,11,Saturday,VK,Image,6166,1793,79
2431,2024-01-28 17:33:00,17,Sunday,Instagram,Story,9187,1334,44
2432,2024-01-12 02:37:00,2,Friday,TikTok,Story,3822,1642,475
2433,2024-01-10 20:55:00,20,Wednesday,TikTok,Video,5748,42,232
2434,2024-01-23 23:09:00,23,Tuesday,VK,Text,2160,656,479
2435,2024-01-17 14:31:00,14,Wednesday,VK,Video,3134,1800,153
2436,2024-01-12 19:50:00,19,Friday,TikTok,Video,2487,287,394
2437,2024-01-21 08:54:00,8,Sunday,TikTok,Video,7108,142,179
2438,2024-01-11 02:51:00,2,Thursday,Telegram,Story,8131,759,408
2439,2024-01-30 15:59:00,15,Tuesday,VK,Video,1899,1560,30
2440,2024-01-21 02:07:00,2,Sunday,VK,Story,4507,1822,84
2441,2024-01-15 09:14:00,9,Monday,Instagram,Text,2880,135,44
2442,2024-01-17 05:47:00,5,Wednesday,Telegram,Story,1227,354,370
2443,2024-01-20 18:04:00,18,Saturday,TikTok,Story,8630,26,322
2444,2024-01-14 20:01:00,20,Sunday,Telegram,Image,7465,833,331
2445,2024-01-10 01:37:00,1,Wednesday,TikTok,Video,7711,571,242
2446,2024-01-18 06:18:00,6,Thursday,TikTok,Video,7635,656,39
2447,2024-01-19 02:22:00,2,Friday,Telegram,Video,9464,639,429
2448,2024-01-26 14:10:00,14,Friday,VK,Video,2908,1411,181
2449,2024-01-15 06:47:00,6,Monday,TikTok,Image,4397,827,296
2450,2024-01-21 15:39:00,15,Sunday,Telegram,Image,4659,69,472
2451,2024-01-03 14:34:00,14,Wednesday,Instagram,Image,548,1670,375
2452,2024-01-19 18:44:00,18,Friday,Telegram,Image,5108,476,80
2453,2024-01-02 04:44:00,4,Tuesday,Instagram,Video,4993,637,37
2454,2024-01-01 22:56:00,22,Monday,TikTok,Story,893,400,355
2455,2024-01-07 01:06:00,1,Sunday,Telegram,Text,536,945,419
2456,2024-01-07 04:14:00,4,Sunday,Telegram,Image,6112,694,466
2457,2024-01-13 12:37:00,12,Saturday,Instagram,Story,5969,1220,427
2458,2024-01-13 19:30:00,19,Saturday,Telegram,Image,1720,507,56
2459,2024-01-12 09:26:00,9,Friday,Telegram,Video,4408,609,321
2460,2024-01-21 15:25:00,15,Sunday,TikTok,Video,1048,1748,464
2461,2024-01-05 02:46:00,2,Friday,Telegram,Story,4044,1394,29
2462,2024-01-28 02:19:00,2,Sunday,VK,Story,9419,1856,494
2463,2024-01-07 14:16:00,14,Sunday,Instagram,Story,291,1865,265
2464,2024-01-26 01:08:00,1,Friday,Telegram,Video,1503,458,226
2465,2024-01-21 16:46:00,16,Sunday,Instagram,Video,2090,1727,316
2466,2024-01-16 17:43:00,17,Tuesday,Instagram,Text,1204,1897,446
2467,2024-01-29 16:41:00,16,Monday,Instagram,Story,648,689,499
2468,2024-01-26 08:15:00,8,Friday,Telegram,Text,5861,1214,291
2469,2024-01-16 17:36:00,17,Tuesday,Telegram,Image,8862,1845,53
2470,2024-01-18 23:00:00,23,Thursday,Instagram,Text,8003,1992,96
2471,2024-01-12 16:32:00,16,Friday,VK,Image,1884,139,448
2472,2024-01-27 22:27:00,22,Saturday,Instagram,Image,904,158,465
2473,2024-01-16 02:07:00,2,Tuesday,VK,Text,9090,1505,3
2474,2024-01-30 17:35:00,17,Tuesday,Instagram,Story,8902,827,438
2475,2024-01-21 12:25:00,12,Sunday,TikTok,Image,7617,1754,309
2476,2024-01-02 18:00:00,18,Tuesday,Instagram,Story,6931,1656,366
2477,2024-01-03 03:21:00,3,Wednesday,Instagram,Video,7017,957,90
2478,2024-01-24 17:56:00,17,Wednesday,Telegram,Image,4338,509,88
2479,2024-01-26 12:15:00,12,Friday,VK,Video,3360,1682,319
2480,2024-01-28 05:33:00,5,Sunday,TikTok,Text,4467,1388,374
2481,2024-01-11 02:46:00,2,Thursday,VK,Story,5751,1949,91
2482,2024-01-10 18:02:00,18,Wednesday,TikTok,Text,3471,1244,149
2483,2024-01-18 16:58:00,16,Thursday,Instagram,Image,2193,667,233
2484,2024-01-08 20:49:00,20,Monday,Telegram,Video,4101,1629,408
2485,2024-01-22 23:36:00,23,Monday,Telegram,Image,6656,1063,336
2486,2024-01-02 11:59:00,11,Tuesday,VK,Text,7910,586,58
2487,2024-01-27 07:40:00,7,Saturday,Telegram,Story,4654,1057,184
2488,2024-01-14 10:43:00,10,Sunday,VK,Story,9724,993,437
2489,2024-01-14 05:13:00,5,Sunday,VK,Image,2617,1976,43
2490,2024-01-08 12:05:00,12,Monday,TikTok,Image,8797,732,179
2491,2024-01-25 21:31:00,21,Thursday,VK,Video,5905,231,75
2492,2024-01-19 15:12:00,15,Friday,TikTok,Text,1196,611,143
2493,2024-01-10 16:24:00,16,Wednesday,Telegram,Image,9336,1651,100
2494,2024-01-14 19:13:00,19,Sunday,VK,Video,7161,693,380
2495,2024-01-29 00:52:00,0,Monday,VK,Image,2304,751,271
2496,2024-01-17 14:48:00,14,Wednesday,Instagram,Story,4002,934,464
2497,2024-01-11 16:19:00,16,Thursday,VK,Video,1452,1622,54
2498,2024-01-26 12:31:00,12,Friday,VK,Video,1696,589,188
2499,2024-01-24 23:46:00,23,Wednesday,Instagram,Image,8867,1910,350
2500,2024-01-17 20:46:00,20,Wednesday,Instagram,Text,7080,410,334
2501,2024-01-04 13:10:00,13,Thursday,Telegram,Story,779,1898,76
2502,2024-01-09 09:27:00,9,Tuesday,VK,Text,3812,910,295
2503,2024-01-17 12:02:00,12,Wednesday,Telegram,Video,9421,1637,218
2504,2024-01-12 20:41:00,20,Friday,Telegram,Text,8609,521,276
2505,2024-01-25 06:27:00,6,Thursday,Instagram,Video,5401,97,65
2506,2024-01-07 15:56:00,15,Sunday,TikTok,Text,5834,1498,135
2507,2024-01-27 09:39:00,9,Saturday,Telegram,Image,8081,59,233
2508,2024-01-30 04:03:00,4,Tuesday,TikTok,Text,5992,112,198
2509,2024-01-13 17:13:00,17,Saturday,VK,Video,3796,377,265
2510,2024-01-01 16:53:00,16,Monday,Instagram,Story,7229,945,440
2511,2024-01-17 11:05:00,11,Wednesday,VK,Story,3096,1525,387
2512,2024-01-02 06:28:00,6,Tuesday,VK,Story,7337,1591,42
2513,2024-01-06 11:49:00,11,Saturday,Instagram,Video,7427,1724,360
2514,2024-01-27 15:16:00,15,Saturday,VK,Text,7507,1812,227
2515,2024-01-10 02:29:00,2,Wednesday,Instagram,Story,2642,1301,226
2516,2024-01-02 09:43:00,9,Tuesday,TikTok,Story,778,1430,62
2517,2024-01-11 02:17:00,2,Thursday,VK,Story,5466,1353,170
2518,2024-01-19 12:21:00,12,Friday,Instagram,Image,5743,1553,450
2519,2024-01-27 20:19:00,20,Saturday,Telegram,Video,7510,1482,249
2520,2024-01-24 12:08:00,12,Wednesday,VK,Video,9935,1810,337
2521,2024-01-27 06:04:00,6,Saturday,TikTok,Video,5641,1509,249
2522,2024-01-11 16:19:00,16,Thursday,Instagram,Video,934,907,306
2523,2024-01-20 06:46:00,6,Saturday,VK,Video,9960,1623,237
2524,2024-01-02 18:43:00,18,Tuesday,VK,Image,6126,918,55
2525,2024-01-26 01:00:00,1,Friday,VK,Text,8572,1273,170
2526,2024-01-21 06:37:00,6,Sunday,TikTok,Image,8070,267,407
2527,2024-01-03 11:46:00,11,Wednesday,Instagram,Story,6918,1741,479
2528,2024-01-12 04:07:00,4,Friday,Telegram,Image,5128,1977,33
2529,2024-01-17 03:05:00,3,Wednesday,Telegram,Video,4803,1875,314
2530,2024-01-21 15:50:00,15,Sunday,Telegram,Image,9538,1676,129
2531,2024-01-05 14:43:00,14,Friday,Instagram,Video,1872,1997,129
2532,2024-01-20 02:43:00,2,Saturday,Telegram,Image,2264,399,393
2533,2024-01-26 12:07:00,12,Friday,TikTok,Video,7211,1376,150
2534,2024-01-08 15:25:00,15,Monday,Instagram,Story,8483,782,142
2535,2024-01-01 02:41:00,2,Monday,VK,Video,2935,763,117
2536,2024-01-12 03:09:00,3,Friday,TikTok,Image,2765,1420,203
2537,2024-01-10 21:06:00,21,Wednesday,VK,Story,6213,403,383
2538,2024-01-20 22:51:00,22,Saturday,Telegram,Image,2663,692,234
2539,2024-01-03 08:30:00,8,Wednesday,TikTok,Story,8598,1692,16
2540,2024-01-05 03:57:00,3,Friday,Instagram,Text,8231,279,81
2541,2024-01-09 19:33:00,19,Tuesday,TikTok,Text,8823,158,13
2542,2024-01-30 05:32:00,5,Tuesday,VK,Text,2796,1413,80
2543,2024-01-01 09:01:00,9,Monday,Instagram,Image,4787,820,206
2544,2024-01-16 03:37:00,3,Tuesday,TikTok,Image,7421,37,203
2545,2024-01-27 07:01:00,7,Saturday,TikTok,Story,7113,1182,378
2546,2024-01-10 07:48:00,7,Wednesday,TikTok,Story,7804,1453,271
2547,2024-01-08 02:58:00,2,Monday,TikTok,Story,5671,289,31
2548,2024-01-12 03:24:00,3,Friday,Instagram,Story,7436,1215,22
2549,2024-01-21 10:11:00,10,Sunday,VK,Video,158,175,101
2550,2024-01-04 19:09:00,19,Thursday,TikTok,Text,9865,26,161
2551,2024-01-21 00:54:00,0,Sunday,Instagram,Video,1240,1183,97
2552,2024-01-05 08:16:00,8,Friday,VK,Video,2662,348,143
2553,2024-01-08 10:40:00,10,Monday,TikTok,Video,2952,1078,417
2554,2024-01-24 13:37:00,13,Wednesday,VK,Video,6741,1535,103
2555,2024-01-24 07:58:00,7,Wednesday,VK,Text,1041,851,381
2556,2024-01-02 03:31:00,3,Tuesday,Instagram,Video,6641,198,454
2557,2024-01-14 07:54:00,7,Sunday,VK,Story,7530,660,416
2558,2024-01-18 09:31:00,9,Thursday,Instagram,Image,1521,1094,323
2559,2024-01-20 00:26:00,0,Saturday,TikTok,Story,5865,303,170
2560,2024-01-07 14:38:00,14,Sunday,VK,Image,535,1867,63
2561,2024-01-12 05:44:00,5,Friday,VK,Story,939,1066,243
2562,2024-01-24 11:07:00,11,Wednesday,Telegram,Story,4101,1332,70
2563,2024-01-16 00:21:00,0,Tuesday,TikTok,Image,5348,424,273
2564,2024-01-07 23:08:00,23,Sunday,TikTok,Text,5059,1657,451
2565,2024-01-09 15:28:00,15,Tuesday,Telegram,Video,1750,812,368
2566,2024-01-24 15:31:00,15,Wednesday,Telegram,Story,5928,1582,124
2567,2024-01-22 03:27:00,3,Monday,Instagram,Text,9537,440,382
2568,2024-01-13 18:34:00,18,Saturday,Instagram,Video,2361,1528,316
2569,2024-01-24 23:01:00,23,Wednesday,VK,Text,9207,1133,330
2570,2024-01-22 00:14:00,0,Monday,VK,Text,5994,1056,106
2571,2024-01-13 20:29:00,20,Saturday,VK,Video,6378,1453,147
2572,2024-01-11 01:12:00,1,Thursday,VK,Story,3989,1457,394
2573,2024-01-03 09:51:00,9,Wednesday,Instagram,Text,6997,496,462
2574,2024-01-30 00:36:00,0,Tuesday,TikTok,Story,1426,1763,429
2575,2024-01-22 00:28:00,0,Monday,VK,Story,6001,98,191
2576,2024-01-06 18:49:00,18,Saturday,TikTok,Story,3458,1242,336
2577,2024-01-25 05:05:00,5,Thursday,VK,Video,1685,280,225
2578,2024-01-20 15:12:00,15,Saturday,Telegram,Image,5745,1966,241
2579,2024-01-30 18:05:00,18,Tuesday,VK,Story,488,1782,495
2580,2024-01-05 10:37:00,10,Friday,VK,Image,2891,909,459
2581,2024-01-23 11:33:00,11,Tuesday,VK,Image,3432,1439,361
2582,2024-01-25 16:05:00,16,Thursday,Instagram,Text,803,1754,283
2583,2024-01-18 01:30:00,1,Thursday,Telegram,Story,5934,287,431
2584,2024-01-13 16:44:00,16,Saturday,VK,Story,2920,215,162
2585,2024-01-14 04:34:00,4,Sunday,VK,Story,8153,1623,7
2586,2024-01-17 04:04:00,4,Wednesday,TikTok,Image,5059,922,346
2587,2024-01-13 09:13:00,9,Saturday,Telegram,Video,1159,337,405
2588,2024-01-18 10:42:00,10,Thursday,VK,Image,9590,1643,376
2589,2024-01-04 11:37:00,11,Thursday,TikTok,Story,1401,867,151
2590,2024-01-12 08:50:00,8,Friday,TikTok,Story,8965,886,321
2591,2024-01-21 07:32:00,7,Sunday,Instagram,Story,7796,871,94
2592,2024-01-06 13:19:00,13,Saturday,TikTok,Image,4399,345,213
2593,2024-01-16 13:56:00,13,Tuesday,VK,Story,6171,615,63
2594,2024-01-30 20:03:00,20,Tuesday,Instagram,Text,4212,601,64
2595,2024-01-02 10:56:00,10,Tuesday,Instagram,Story,7981,1071,380
2596,2024-01-18 13:19:00,13,Thursday,VK,Video,9308,1023,269
2597,2024-01-19 04:41:00,4,Friday,Telegram,Text,8501,1953,24
2598,2024-01-14 16:35:00,16,Sunday,TikTok,Story,598,1261,483
2599,2024-01-21 08:29:00,8,Sunday,Instagram,Text,8720,1516,99
2600,2024-01-11 11:18:00,11,Thursday,Telegram,Story,7345,1167,104
2601,2024-01-04 13:05:00,13,Thursday,VK,Video,2205,717,130
2602,2024-01-21 08:32:00,8,Sunday,TikTok,Story,9845,987,388
2603,2024-01-02 23:19:00,23,Tuesday,TikTok,Text,5427,1423,320
2604,2024-01-03 08:24:00,8,Wednesday,Instagram,Video,5730,1827,437
2605,2024-01-30 17:41:00,17,Tuesday,TikTok,Image,3306,1646,18
2606,2024-01-10 08:53:00,8,Wednesday,TikTok,Video,7237,434,224
2607,2024-01-12 20:29:00,20,Friday,TikTok,Video,2669,596,105
2608,2024-01-06 05:31:00,5,Saturday,TikTok,Video,2728,815,53
